Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,include title,include abstract,exclude,accept contents,code,theme,rq answers
Energy balance in cooperative Wireless Sensor Network,Lu Bai; Lian Zhao; Zaiyi Liao,"Electrical and Computer Engineering Department, Ryerson University, ON, Canada, M5B 2K3; Electrical and Computer Engineering Department, Ryerson University, ON, Canada, M5B 2K3; Electrical and Computer Engineering Department, Ryerson University, ON, Canada, M5B 2K3",2008 14th European Wireless Conference,12-Sep-08,2008,,,1,5,"The design of Wireless Sensor Networks (WSNs) should focus on energy efficiency since wireless sensor nodes work on limited batteries, which are difficult or impossible to replace in most situations. However, the performance of WSNs is adversely impacted by fading effects, which requires much energy to combat for a high Bit Error Rate (BER) requirement. On the other hand, since the transmit energy is proportional to transmit distance, energy imbalance is caused by the different distances to the Base Station (BS). Sensor nodes far from the BS consume much more energy than those close to the BS and may die out quickly, which shortens the lifetime or results in a malfunction of the WSN. Reducing the proportion of transmit energy in total energy consumption helps minimize the differences in transmit energy among sensor nodes. Cooperative transmission has been proven to be an effective way to combat the impacts of fading by obtaining diversity gains and therefore, reduces the transmit energy. In this paper, we first apply cooperative transmission in WSNs, which not only reduces energy consumption but also lessens the differences of energy consumption among sensor nodes. To further balance energy among sensor nodes, we apply different cluster size and simulation results show that unequal cluster size improves energy balancing.",,978-3-8007-3102-2,10.1109/EW.2008.4623879,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4623879,,Wireless sensor networks;Distance measurement;Energy consumption;Wireless communication;Receivers;Protocols;Bit error rate,error statistics;wireless sensor networks,energy balance;cooperative wireless sensor network;bit error rate;cooperative transmission;diversity gains,,6,,7,,12-Sep-08,,,IEEE,IEEE Conferences,no,no,,,,,
Big Data-Driven Brain Parcellation from fMRI: Impact of Cohort Heterogeneity on Functional Connectivity Maps,S. J. Brooks; S. M. Parks; C. Stamoulis,NA; NA; NA,2021 43rd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),09-Dec-21,2021,,,3133,3136,"Ongoing large-scale human brain studies are generating complex neuroimaging data from thousands of individuals that can be leveraged to derive data-driven, anatomically accurate brain parcellations. However, despite their promise and many strengths, these data are highly heterogeneous, a characteristic that may affect the anatomical accuracy and generalization of the template but has received relatively little attention. Using multiple similarity measures and thresholding approaches, this study investigated the topological intra- and inter-individual variability of restingstate (rs) functional edge maps (often used for brain parcellation), estimated from rs-fMRI connectivity in n = 5878 children from the Adolescent Brain Cognitive Development (ABCD) study. Findings from this initial investigation indicate that choosing a subject- vs cohort-based threshold for estimating edge maps from connectivity matrices does not significantly impact the map topology. In contrast, the choice of similarity measure and non-linear relationship between similarity and edge map sparsity may have a significant impact on map classification and the generation of parcellation atlases. Multi-level classification revealed multiple clusters with a potentially complex mapping onto biological variables beyond simple demographics.Clinical Relevance— Case-control neuroimaging studies should use domain-specific (e.g., demographics-specific) atlases for parcellating the brain, to improve accuracy and rigor of cohort comparisons. To be generalizable, such atlases need to be derived from large datasets, which are inherently heterogeneous. In a cohort of 5878 children (age ~9-10 years), this study systematically assessed the impact of heterogeneity and similarity of edge maps, which are derived from rs-fMRI connectivity and typically used to generate parcellation atlases.",2694-0604,978-1-7281-1179-7,10.1109/EMBC46164.2021.9630267,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9630267,,Neuroimaging;Pediatrics;Thresholding (Imaging);Image edge detection;Pipelines;Functional magnetic resonance imaging;Tools,biomedical MRI;brain;cognition;data analysis;data visualisation;diseases;medical disorders;medical image processing;neurophysiology,big data-driven Brain parcellation;cohort heterogeneity;functional connectivity;human brain;neuroimaging data;derive data-driven;topological intra;functional edge maps;rs-fMRI connectivity;Adolescent Brain Cognitive Development;connectivity matrices;map topology;similarity measure;edge map sparsity;map classification;parcellation atlases;multilevel classification,"Adolescent;Big Data;Brain;Child;Humans;Image Processing, Computer-Assisted;Magnetic Resonance Imaging;Neuroimaging",,,25,IEEE,09-Dec-21,,,IEEE,IEEE Conferences,yes,yes,no,yes,comparison; other factors,Other factors influencing performance along with distance/similarity metrics,"""Findings from this initial investigation indicate
that choosing a subject- vs cohort-based threshold for
estimating edge maps from connectivity matrices does not
significantly impact the map topology. In contrast, the choice of
similarity measure and non-linear relationship between
similarity and edge map sparsity may have a significant impact
on map classification and the generation of parcellation atlases"" pg.1"
Class Size Variance Minimization to Metric Learning for Dish Identification,S. Feng; H. Xie; H. Yin; X. Chen; D. Yang; P. P. K. Chan,"School of Computer Science and Engineering, South China University of Technology,Guangzhou,China; School of Computer Science and Engineering, South China University of Technology,Guangzhou,China; School of Computer Science and Engineering, South China University of Technology,Guangzhou,China; Guangzhou Paike Pushi Information Technology Co., Ltd.,Guangzhou,China; Guangzhou Paike Pushi Information Technology Co., Ltd.,Guangzhou,China; School of Computer Science and Engineering, South China University of Technology,Guangzhou,China",2019 International Conference on Machine Learning and Cybernetics (ICMLC),06-Jan-20,2019,,,1,6,"The objective of metric learning is to search a suitable metric for measuring distance or similarity between samples. Usually, it aims to minimize the distance between samples of same class and maximizes the distance between samples of different classes. However, most metric learning methods do not consider the sizes of classes, which may cause negative impact on the performance in classification since the size of a cluster is usually ignored in the distance comparison. In this work, we propose a triplet loss with variance constraint. Our method focuses not only on the distances between samples but also on the sizes of classes. The size difference between classes is also minimized in our objective function. The experimental results confirm that our method outperforms the one without the class size variance.",2160-1348,978-1-7281-2816-0,10.1109/ICMLC48188.2019.8949253,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8949253,Metric learning;Triplet loss,,image recognition;learning (artificial intelligence);minimisation,class size variance minimization;dish identification;measuring distance;metric learning methods;distance comparison;variance constraint;size difference;objective function,,,,22,,06-Jan-20,,,IEEE,IEEE Conferences,no,no,,,,,
Group Sparsity based Sparse-Sampling CT Reconstruction,P. Bao; J. Zhou; Y. Zhang,"School of Computer Science, Sichuan University, Chengdu, 610065, China; School of Computer Science, Sichuan University, Chengdu, 610065, China; School of Computer Science, Sichuan University, Chengdu, 610065, China",2018 40th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),28-Oct-18,2018,,,5097,5100,"Classical total variation (TV) based iterative re-construction algorithms assume that the signal is piecewise smooth, which causes reconstruction results to suffer from the over-smoothing effect. To address this problem, this work presents a novel computed tomography (CT) reconstruction method for the sparse-sampling problem called the group- sparsity regularization-based simultaneous algebraic reconstruction technique (GSR-SART). Group-based sparse representation, which utilizes the concept of a group as the basic unit of sparse representation instead of a patch, is introduced as the image domain prior regularization term to eliminate the over-smoothing effect. By grouping the nonlocal patches into different clusters with similarity measured by Euclidean distance, the sparsity and nonlocal similarity in a single image are simultaneously explored. The split Bregman iteration algorithm is applied to obtain the numerical scheme. Experimental results demonstrate that our method both qualitatively and quantitatively outperforms several existing reconstruction methods, including filtered back projection, expectation maximization, SART, and TV-based projections onto convex sets.",1558-4615,978-1-5386-3646-6,10.1109/EMBC.2018.8513439,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8513439,,Image reconstruction;Computed tomography;Reconstruction algorithms;TV;Minimization;Optimization;Iterative algorithms,computerised tomography;image reconstruction;image representation;iterative methods;medical image processing,TV-based projections;existing reconstruction methods;nonlocal similarity;nonlocal patches;image domain prior regularization term;group-based sparse representation;group- sparsity regularization-based simultaneous algebraic reconstruction technique;sparse-sampling problem;novel computed tomography reconstruction method;over-smoothing effect;reconstruction results;re-construction algorithms;classical total variation;sparse-sampling CT reconstruction;group sparsity,"Algorithms;Image Processing, Computer-Assisted;Phantoms, Imaging;Tomography, X-Ray Computed",,,10,,28-Oct-18,,,IEEE,IEEE Conferences,yes,yes,no,no,,,
Using the Power Delay Profile to Accelerate the Training of Neural Network-Based Classifiers for the Identification of LOS and NLOS UWB Propagation Conditions,V. B. Vales; T. Domínguez-Bolaño; C. J. Escudero; J. A. García-Naya,"Department of Computer Engineering, CITIC Research Center, University of A Coruña, A Coruña, Spain; Department of Computer Engineering, CITIC Research Center, University of A Coruña, A Coruña, Spain; Department of Computer Engineering, CITIC Research Center, University of A Coruña, A Coruña, Spain; Department of Computer Engineering, CITIC Research Center, University of A Coruña, A Coruña, Spain",IEEE Access,16-Dec-20,2020,8,,220205,220214,"ultra-wideband (UWB) technology enables centimeter-level localization systems based on the accurate estimation of the actual distance between transmitter and receiver, by means of the precise estimation of the signal time-of-flight. However, this is only possible when correctly detecting the first path of the incoming signal instead of a bounce or a reflection, which becomes challenging in non line-of-sight (NLOS) situations. There are many different approaches in the literature to alleviate the wrong detection of the first incoming UWB signal path. One of them considers machine learning techniques to design classifiers capable of distinguishing between line-of-sight (LOS) and NLOS propagation from available signal features. However, the performance and complexity of the obtained classifiers depend largely on the size of the input data associated to such features. Thus, features such as the channel impulse response (CIR) produce large amounts of data, yielding very complex classifiers. In this paper, we propose using a downsampled power delay profile (PDP) as an alternative feature consisting of input data much smaller than the CIR, although sufficiently representative, hence resulting in a lower computational cost while exhibiting a similar classification performance. Furthermore, another of the tasks addressed in this work is the study of the impact on the classification results of using a dataset for training where the samples of each class are not balanced from the point of view of energy. Finally, this work also studies how the classifiers based on the CIR or the PDP improve their performance when considering additional signal features such as the estimated range value or its energy level.",2169-3536,,10.1109/ACCESS.2020.3043503,"Xunta de Galicia(grant numbers:ED431C 2020/15,ED431G2019/01); Centro de Investigación de Galicia, Centro de Investigación en Tecnologías de la Información y las Comunicaciones (CITIC); Agencia Estatal de Investigación of Spain(grant numbers:RED2018-102668-T,PID2019-104958RB-C42); European Regional Development Fund of the EU(grant numbers:FEDER Galicia 2014-2020 & AEI/FEDER Programs, UE); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9288671,Channel impulse response;power delay profile;convolutional neural network;deep learning;indoor localization;non line-of-sight;ultra-wideband;ranging;received signal strength,Training;Feature extraction;Estimation;Receivers;Ultra wideband technology;Distance measurement;Time measurement,indoor communication;indoor radio;learning (artificial intelligence);neural nets;signal classification;transient response;ultra wideband communication,signal time-of-flight;receiver;transmitter;actual distance;centimeter-level localization systems;ultra-wideband technology;NLOS UWB propagation conditions;neural network-based classifiers;energy level;estimated range value;similar classification performance;alternative feature;PDP;downsampled power delay profile;complex classifiers;CIR;channel impulse response;available signal features;incoming UWB signal path;wrong detection;nonline-of-sight situations;incoming signal,,,,27,CCBY,09-Dec-20,,,IEEE,IEEE Journals,no,no,,,,,
Complex scene text binarization based on graph cut,H. Jian; L. Xiao-pei; Z. Qian,"Institute of Communication and Information Engineering, Xi'an University of Science and Technology, Xi'an, China; Institute of Communication and Information Engineering, Xi'an University of Science and Technology, Xi'an, China; Institute of Communication and Information Engineering, Xi'an University of Science and Technology, Xi'an, China","2016 IEEE Information Technology, Networking, Electronic and Automation Control Conference",05-Sep-16,2016,,,691,695,"Text binarization is a part of the system of natural scene text extraction. Owing to the effect of uneven light, complex background, low contrast etc., the problem of complex scene text binarization is very challenging. Consequently, a new scheme of scene text binarization is proposed in this paper adopting a two-step strategy. Firstly, K-Means cluster algorithm is employed in color space of RGB by using of two different distance metrics, and the better result is selected as the initial binarization result. Secondly, graph cut is employed for re-labeling verification in the minimum energy framework. Experimental results show the satisfactory performance of the proposed method.",,978-1-4673-9194-8,10.1109/ITNEC.2016.7560449,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7560449,Complex Scene;Text Binarization;K-Means;Graph cut,Decision support systems;Manganese,graph theory;image colour analysis;text analysis,complex scene text binarization;graph cut;natural scene text extraction;k-means cluster algorithm;color space;distance metrics;relabeling verification,,,,17,,05-Sep-16,,,IEEE,IEEE Conferences,yes,yes,no,yes,comparison,Comparing which metric works better,"""K-Means cluster algorithm is employed in color space of RGB by using of two different distance metrics, and the better result is selected as the initial binarization result."" pg.1."
Modeling How Humans Judge Dot-Label Relations in Point Cloud Visualizations,M. Reckziegel; L. Pfeiffer; C. Heine; S. Jänicke,Leipzig University; German Aerospace Center DLR; Leipzig University; University of Southern Denmark,IEEE Transactions on Visualization and Computer Graphics,30-Apr-20,2020,26,6,2144,2155,"When point clouds are labeled in information visualization applications, sophisticated guidelines as in cartography do not yet exist. Existing naive strategies may mislead as to which points belong to which label. To inform improved strategies, we studied factors influencing this phenomenon. We derived a class of labeled point cloud representations from existing applications and we defined different models predicting how humans interpret such complex representations, focusing on their geometric properties. We conducted an empirical study, in which participants had to relate dots to labels in order to evaluate how well our models predict. Our results indicate that presence of point clusters, label size, and angle to the label have an effect on participants' judgment as well as that the distance measure types considered perform differently discouraging the use of label centers as reference points.",1941-0506,,10.1109/TVCG.2020.2970509,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8978585,Human judgment model;document visualization;label placement,Visualization;Three-dimensional displays;Labeling;Task analysis;Predictive models;Urban areas;Lenses,cartography;data visualisation;distance measurement,point cloud visualizations;information visualization applications;labeled point cloud representations;complex representations;point clusters;label size;label centers;dot-label relations,"Adult;Computer Graphics;Female;Humans;Imaging, Three-Dimensional;Male;Models, Theoretical;Photic Stimulation;Pilot Projects;Visual Perception;Young Adult",,,68,IEEE,03-Feb-20,,,IEEE,IEEE Journals,no,no,,,,,
Scattering Feature-Driven Superpixel Segmentation for Polarimetric SAR Images,S. Quan; D. Xiang; W. Wang; B. Xiong; G. Kuang,"State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System, National University of Defense Technology, Changsha, China; Beijing Advanced Innovation Center for Soft Matter Science and Engineering, and also with the Interdisciplinary Research Center for Artificial Intelligence, Beijing University of Chemical Technology, Beijing, China; College of Electronic Science and Technology, National University of Defense Technology, Changsha, China; State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System, National University of Defense Technology, Changsha, China; State Key Laboratory of Complex Electromagnetic Environment Effects on Electronics and Information System, National University of Defense Technology, Changsha, China",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,08-Feb-21,2021,14,,2173,2183,"Superpixel segmentation for polarimetric synthetic aperture radar (PolSAR) images plays a fundamental role in various PolSAR applications. Subject to the intrinsic limitations, the existing methods generally produce over or undersegmented superpixels in highly complex scenes of PolSAR images. In this article, we propose an efficient and effective scattering feature-driven superpixel segmentation method for PolSAR images, which is capable of preserving the global structure information and producing superpixels with both high boundary adherence and visual compactness. First, a hierarchical version of the refined five-component decomposition is proposed. The derived scattering features along with other well-used features are then combined to construct a low-dimensional feature vector. Second, a modified normalized cuts formulation using a distance measurement is presented, in which the feature similarity and the space proximity are both considered. During the superpixel segmentation, the edge information derived from our scattering mechanism-optimal contrast-based edge detector is incorporated. On this basis, a tradeoff factor according to the edge information and the equivalent number of looks is determined, which balances the relationship of feature similarity and space proximity so as to adaptively control the size and shape of superpixels. The performance of the proposed method is demonstrated and evaluated with fully PolSAR data over different test sites. The outputs show that the proposed method outperforms the state-of-the-art methods and the produced superpixels scale well especially for heterogeneous scattering cases.",2151-1535,,10.1109/JSTARS.2021.3053161,"National Natural Science Foundation of China(grant numbers:62001487,41801236,61901500); Natural Science Foundation of Hunan Province(grant numbers:2020JJ5674); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9329044,Local clustering;polarimetric synthetic aperture radar (PolSAR);scattering feature;superpixel representation,Scattering;Image segmentation;Urban areas;Shape;Image edge detection;Matrix decomposition;Adaptation models,edge detection;feature extraction;geophysical image processing;image classification;image segmentation;radar imaging;radar polarimetry;remote sensing by radar;synthetic aperture radar,edge information;scattering mechanism-optimal contrast-based edge detector;feature similarity;space proximity;fully PolSAR data;produced superpixels scale;heterogeneous scattering cases;polarimetric SAR;polarimetric synthetic aperture radar images;PolSAR applications;undersegmented superpixels;highly complex scenes;PolSAR images;efficient scattering feature-driven superpixel segmentation method;effective scattering feature-driven superpixel segmentation method;global structure information;producing superpixels;high boundary adherence;derived scattering features;low-dimensional feature vector,,4,,39,CCBY,20-Jan-21,,,IEEE,IEEE Journals,no,no,,,,,
Power Signatures of High-Performance Computing Workloads,J. Combs; J. Nazor; R. Thysell; F. Santiago; M. Hardwick; L. Olson; S. Rivoire; C. -H. Hsu; S. W. Poole,"Dept. of Comput. Sci., Sonoma State Univ., Rohnert Park, CA, USA; Dept. of Comput. Sci., Sonoma State Univ., Rohnert Park, CA, USA; Dept. of Comput. Sci., Sonoma State Univ., Rohnert Park, CA, USA; Dept. of Comput. Sci., Sonoma State Univ., Rohnert Park, CA, USA; Dept. of Comput. Sci., Sonoma State Univ., Rohnert Park, CA, USA; Dept. of Comput. Sci., Sonoma State Univ., Rohnert Park, CA, USA; Dept. of Comput. Sci., Sonoma State Univ., Rohnert Park, CA, USA; Oak Ridge Nat. Lab., Oak Ridge, TN, USA; Oak Ridge Nat. Lab., Oak Ridge, TN, USA",2014 Energy Efficient Supercomputing Workshop,22-Jan-15,2014,,,70,78,"Workload-aware power management and scheduling techniques have the potential to save energy while minimizing negative impact on performance. The effectiveness of these techniques depends on the stability of a workload's power consumption pattern across different input data, resource allocations (e.g. number of cores), and hardware platforms. In this paper, we show that the power consumption behavior of HPC workloads can be accurately captured by concise signatures built from their power traces. We validate this approach using 255 traces collected from 13 high-performance computing workloads on 4 different hardware platforms. First, we use both feature-based and time-series-based distance metrics to cluster our traces, and we quantitatively show that feature-based clusterings segregate traces by workload just as effectively as the more compute- and space-intensive time-series-based clusterings. Second, we demonstrate that unlabeled traces can be classified by workload with over 85% accuracy, based only on these concise statistical signatures.",,978-1-4799-7036-0,10.1109/E2SC.2014.9,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7016389,,Power demand;Hardware;Time series analysis;Indexes;Vegetation;Power measurement,parallel processing;pattern clustering;power aware computing;resource allocation;statistical analysis;time series,compute-intensive time-series-based clusterings;space-intensive time-series-based clusterings;feature-based clusterings;time-series-based distance metrics;HPC workloads;power consumption behavior;hardware platforms;resource allocations;workload power consumption pattern stability;scheduling techniques;workload-aware power management;high-performance computing workloads;power signatures,,5,,44,,22-Jan-15,,,IEEE,IEEE Conferences,yes,yes,no,yes,comparison,Comparing which metric works better,"""we use
both feature-based and time-series-based distance metrics to
cluster our traces, and we quantitatively show that feature-based
clusterings segregate traces by workload just as effectively as the
more compute- and space-intensive time-series-based clusterings."" pg.1."
Cost Based Approach to Block Placement for Distributed File Systems,L. Srinivasan; V. Varma,"Search & Inf. Extraction Lab.(SIEL), Int. Inst. Of Inf. & Technol., Hyderabad, India; Search & Inf. Extraction Lab.(SIEL), Int. Inst. Of Inf. & Technol., Hyderabad, India",2014 International Conference on Future Internet of Things and Cloud,15-Dec-14,2014,,,132,138,"Our computing demands have grown so much that we need a robust distributed computing platform to process data. To feed such data hungry systems, we need an equally robust distributed file systems that span across multiple geographically separate locations. Most distributed file systems break any file into a set of blocks or chunks which are spread across the cluster. The major bottleneck is to identify where to place the blocks and where to place the replicas so that cluster is optimized on certain parameters like disk utilization, minimizing network congestion, maximizing throughput, optimal power utilization, etc. This paper proposes assigning a distance measure for each one of the data sources with respect to the other and placing the blocks on the specified disk on the node that minimizes the total distance of the last few requests made for that block. As the request pattern and parameters change, the distances are updated and the blocks are moved dynamically to minimized the distance, in effect optimizing on the required parameters. The distance function is to be modeled based on the cluster and the parameters you wish to optimize on. It can be a function of just bandwidth or bandwidth and latency or other miscellaneous features like disk utilization, processing power, disk speed, power utilization, cooling requirements, temperature, etc. A detailed performance analysis was carried out with disk bandwidth, network bandwidth and disk utilization as the parameters and the performance is far better in comparison to the reference system (10\% or more depending on specification differences) which has no understanding of the different type of disks present and the nature of the cluster. Due to the performance aware nature, the system was inherently able to utilize memory for speeding up performance through the use of in-memory partitions.",,978-1-4799-4357-9,10.1109/FiCloud.2014.30,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6984186,resource;utilization;SSD;bandwidth;score;block;placement;filesystem;power;distance;network;congestion,Bandwidth;Random access memory;Distributed databases;Solids;Matrix converters;Servers;Hard disks,distributed databases;network operating systems,cost based approach;block placement;distributed file system;robust distributed computing platform;data hungry system;disk utilization;network congestion minimization;maximizing throughput;optimal power utilization;distance measure;data sources;distance function;processing power;disk speed;cooling requirement;temperature;disk bandwidth;network bandwidth;reference system;specification differences;performance aware nature;inmemory partition,,,,9,,15-Dec-14,,,IEEE,IEEE Conferences,yes,yes,no,yes,modified/anomalous metric,Modified/derived/anomalous metrics for better performance,"""We presented an approach of modeling the different
parameters in a cluster such as network bandwidth, network
latency, disk utilization, disk bandwidth, power utilization,
temperature, etc as a distance measure between any two
nodes in the cluster. Each of these parameters can be
obtained by interpreting logs, statistics provided by systems
like HDFS and Openflow [7]. This distance was then used
to position and relocate data blocks based on the request
pattern which in turn causes the distances measure to change
again and this process goes on to enable the distributed file
system to dynamically adapt to the changing access pattern"" pg.6"
LOS/NLOS Classification Using Scenario-Dependent Unsupervised Machine Learning,A. Kirmaz; D. S. Michalopoulos; I. Balan; W. Gerstacker,"Nokia Bell Labs,Munich,Germany; Nokia Bell Labs,Munich,Germany; Nokia Bell Labs,Munich,Germany; Friedrich-Alexander-Universität Erlangen-Nürnberg,Institute for Digital Communications,Erlangen,Germany","2021 IEEE 32nd Annual International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC)",21-Oct-21,2021,,,1134,1140,"Location information is essential for a wide range of applications requiring, for example, highly accurate positioning information such as industrial automation, autonomous driving, inbound logistics and augmented reality. One of the major error sources in positioning is non-line-of-sight (NLOS) propagation while a line-of-sight (LOS) propagation is anticipated. Therefore, classifying positioning measurements as LOS or NLOS plays a key role to enable high accuracy positioning use cases.Existing solutions for the classification task either rely on availability of label or reference measurement data or do not consider effects of different scenarios or channel models. In this paper, we propose an unsupervised method for the classification task through a channel feature selection process to select only useful channel features to be used for the classification. Then, we show based on real-world data from several measurement campaigns that the proposed method outperforms the existing solutions both in classification performance and ranging accuracy.",2166-9589,978-1-7281-7586-7,10.1109/PIMRC50174.2021.9569316,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9569316,Unsupervised machine learning;high accuracy positioning;line-of-sight classification;multipath identification;channel impulse response;channel feature selection,Performance evaluation;Machine learning;Position measurement;Feature extraction;Distance measurement;Reliability;Channel models,feature selection;Global Positioning System;telecommunication computing;unsupervised learning,scenario-dependent unsupervised machine learning;industrial automation;autonomous driving;inbound logistics;augmented reality;error sources;nonline-of-sight propagation;line-of-sight propagation;unsupervised method;channel feature selection process;ranging accuracy;LOS-NLOS classification;positioning measurement information,,,,15,IEEE,21-Oct-21,,,IEEE,IEEE Conferences,yes,yes,no,no,,,
Impact of Heterogeneity on Network Embedding,B. Liang; X. Wang; L. Wang,"Shanghai Jiao Tong University, 12474 Shanghai, Shanghai, China, 200240 (e-mail: pyliangbo@126.com); Deputy Dean of Zhiyuan College, Distinguished Professor of Shanghai Jiao Tong University (SJTU), Shanghai, Shanghai, China, 200240 (e-mail: xfwang@sjtu.edu.cn); Shanghai Jiao Tong University, 12474 Shanghai, Shanghai, China, 200240 (e-mail: wanglin@sjtu.edu.cn)",IEEE Transactions on Network Science and Engineering,,2022,PP,99,1,1,"In recent years, network embedding has attracted much attention from researchers and achieved excellent performance. But few works investigate the adaptability of network embedding, especially for performance in different network structures. In this study, we investigate the effect of heterogeneity on the effectiveness of existing network embedding approaches. We conduct experiments in scale-free networks with varying power exponents from both macro and micro perspectives to address link prediction and node similarity tasks, respectively. The results indicate that network embedding approaches can be divided into two classes according to their performance in the link prediction task. As the network heterogeneity decreases, the performance of approaches in the first class declines, while the performance of approaches in the second class initially improves and then declines. Moreover, our simulation discovers that, based on the node similarity metric, nodes are partitioned into two clusters by approaches, which correspond to large-degree nodes and small-degree nodes, respectively. Furthermore, the approaches in the same class present similar characteristics between large-degree nodes and small-degree nodes, and the embedding is interpreted to some extent. Performance variations in the link prediction task can be explained by the characteristics of the approaches.",2327-4697,,10.1109/TNSE.2021.3140099,"Strategic Priority Research Program of Chinese Academy of Sciences(grant numbers:XDA27000000); National Natural Science Foundation of China(grant numbers:61773255,61873167); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9672691,Network embedding;Network science;Degree distribution;Heterogeneity,Task analysis;Heterogeneous networks;Social networking (online);Proteins;Complex networks;Collaboration;Visualization,,,,,,,IEEE,06-Jan-22,,,IEEE,IEEE Early Access Articles,no,no,,,,,
A variable scale approach for neighbor search in point cloud data,L. Min; Z. Song; X. Yang; J. Zhang,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Shenzhen Graduate School, Harbin Institute of Technology, Shenzhen, China; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China",2014 International Conference on Multisensor Fusion and Information Integration for Intelligent Systems (MFI),29-Dec-14,2014,,,1,6,An algorithm for selecting nearest neighbors at a variable scale rather than a fixed search radius in point cloud neighbor search is proposed in this paper. We employ the concepts in differential geometry and divide the point cloud into different clusters according to their surface types. Not only the distance metric but also the clusters' surface type is taken into condition when we search the neighbors of a certain point. This results in a variable scale in nearest neighbor search which can preserve good enough details even using a big scale as well as reduce side effects of noise data caused by using a small scale. The proposed algorithm is tested with the data of Stanford Bunny by simulation. Its effectiveness is confirmed by the experiments.,,978-1-4799-6732-2,10.1109/MFI.2014.6997742,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6997742,nearest neighbor;variable scale;differential geometry;covariance matrix;surface type,Three-dimensional displays;Estimation;Eigenvalues and eigenfunctions;Geometry;Covariance matrices;Surface treatment;Robots,computer graphics;differential geometry;pattern classification,variable scale approach;neighbor search;point cloud data;nearest neighbors;fixed search radius;differential geometry;distance metric;Stanford bunny,,,,18,,29-Dec-14,,,IEEE,IEEE Conferences,yes,yes,no,yes,other factors,Other factors influencing performance along with distance/similarity metrics,"""Not only the distance metric but also the clusters� surface
type will be taken into condition when we search the neighbors
of a certain point. This results in a variable scale in nearest
neighbor search which can preserve good enough details even
using a big scale as well as reduce side effects of noise data
caused by using a small scale."" pg.6."
Fuzzy logic for mining episodal association rules in time series,Bingxue Wang; Yuanzhong Chen,"School of Information Management & Engineering, Shanghai University of Finance & Economics, 200433, China; School of Information Management & Engineering, Shanghai University of Finance & Economics, 200433, China",2009 IEEE International Conference on Intelligent Computing and Intelligent Systems,28-Dec-09,2009,1,,837,841,"The aim of the study reported in this paper is to use fuzzy logic to discover episodal association rules between local patterns in time series. Our method is different from other time series mining methods which mainly compare sub-series with Euclidean distance measure or its transfiguration. In order to form a sub-series, we put down values of a time series to recordset's attributes, slide a window through the attributes, and normalize them with a simple method. We cluster the normalized sub-series by fuzzy clustering to obtain its delegates which represent local episodes. We calculate rule's support and confidence with membership and each sample does not arbitrarily support a single symbol so as to make the two important measures more exact and actual. We select good rules with J-measure based on membership. Stock index series are utilized to show the feasibility of the method, and empirical results show that we are able to achieve a higher SV accuracy and confidence.",,978-1-4244-4754-1,10.1109/ICICISYS.2009.5358037,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5358037,data mining;time series;episodal association rules;fuzzy logic,Fuzzy logic;Data mining;Association rules;Fuzzy sets;Time measurement;Information management;Finance;Economic forecasting;Delay effects;Forward contracts,data mining;fuzzy logic;fuzzy set theory;pattern clustering;time series,fuzzy logic;episodal association rules;time series;Euclidean distance;fuzzy clustering;stock index series,,1,,13,,28-Dec-09,,,IEEE,IEEE Conferences,yes,yes,no,no,,,
